childFieldId,parentFieldId
F11784,F11414
F13060,F12864
F5449,F5375
F12107,F12019
F7694,F7684
F17405,F17356
F11980,F11755
F3836,F3445
F11685,F11611
F6923,F6683
F4883,F4618
F5216,F5075
F8686,F8370
F3554,F3191
F13458,F13441
F14693,F14620
F7221,F6988
F3606,F3397
F16748,F16423
F12599,F12500
F3431,F3319
F12374,F12229
F3900,F3861
F8247,F8095
F12438,F12181
F9951,F9778
F12995,F12818
F8389,F8229
F15482,F15457
F14010,F14004
F5342,F5249
F16700,F16580
F4668,F4627
F14679,F14531
F10973,F10847
F15446,F15157
F13599,F13231
F16929,F16710
F11663,F11661
F13637,F13474
F4017,F4000
F10831,F10460
F14802,F14596
F9073,F8874
F5469,F5406
F13652,F13285
F10828,F10737
F11930,F11705
F11720,F11492
F7079,F6813
F11681,F11418
F7912,F7582
F15092,F14754
F15972,F15823
F10840,F10781
F17441,F17410
F15964,F15630
F10555,F10299
F14160,F13963
F6317,F6308
F17849,F17771
F2850,F2547
F12283,F12124
F13219,F13151
F17863,F17859
F17731,F17574
F4910,F4655
F15351,F15333
F5006,F4899
F10733,F10394
F14498,F14396
F2764,F2685
F12575,F12228
F8019,F7881
F5167,F5048
F5765,F5693
F10582,F10558
F15084,F14714
F9733,F9594
F9807,F9796
F10986,F10969
F14842,F14837
F4686,F4328
F16344,F16292
F10691,F10676
F4832,F4569
F7824,F7808
F17071,F16991
F4149,F3770
F11139,F10919
F4329,F4284
F8600,F8276
F6525,F6216
F7928,F7813
F13946,F13942
F10745,F10497
F8835,F8722
F11605,F11371
F8766,F8541
F9360,F8981
F5529,F5252
F10059,F9805
F15643,F15473
F6122,F5771
F5551,F5376
F7903,F7811
F2863,F2545
F6540,F6179
F13304,F12991
F9674,F9359
F3612,F3486
F14366,F14175
F4767,F4467
F12635,F12282
F7335,F7035
F12796,F12631
F14526,F14461
F9887,F9576
F9356,F9210
F6821,F6432
F7652,F7363
F4937,F4738
F4718,F4604
F8820,F8767
F7789,F7440
F12880,F12683
F12021,F12012
F8696,F8343
F4345,F3965
F15875,F15597
F13537,F13240
F15168,F14828
F10041,F9674
F12031,F11645
F11388,F11293
F12238,F12219
F10386,F10200
F15507,F15132
F12723,F12432
F12819,F12629
F6267,F6168
F9167,F9071
F10599,F10478
F16272,F15978
F17570,F17312
F16485,F16407
F7860,F7725
F7719,F7527
F12090,F11756
F10119,F10103
F16078,F15726
F12956,F12637
F16301,F16202
F9516,F9329
F6835,F6646
F14965,F14611
F12639,F12472
F10397,F10358
F16169,F15779
F14165,F14043
F3434,F3138
F17473,F17287
F5208,F5156
F6066,F6061
F16547,F16492
F7842,F7840
F15606,F15259
F5700,F5602
F8834,F8612
F12742,F12650
F10540,F10466
F15506,F15375
F4034,F3968
F3299,F2946
F9601,F9259
F2812,F2426
F3795,F3711
F8805,F8411
F12994,F12818
F6340,F6028
F7143,F7060
F7338,F7127
F15707,F15484
F6500,F6342
F3360,F3257
F10606,F10559
F5591,F5255
F13521,F13173
F9976,F9581
F16514,F16178
F4738,F4375
F6124,F5867
F8166,F7939
F16835,F16738
F8232,F7953
F10932,F10680
F15645,F15379
F4443,F4174
F8145,F7877
F3359,F2999
F5848,F5625
F8060,F8010
F15074,F14922
F6939,F6878
F17479,F17389
F3479,F3286
F14602,F14365
F5752,F5645
F6301,F6253
F10689,F10545
F11297,F10956
F12043,F11731
F8587,F8348
F9782,F9419
F13137,F13126
F6972,F6905
F9928,F9869
F8624,F8510
F4158,F3966
F5724,F5360
F2866,F2623
F17262,F16899
F17416,F17375
F8894,F8568
F11849,F11573
F12309,F12252
F16748,F16743
F11144,F10808
F15308,F15000
F17141,F17083
F7402,F7162
F6725,F6700
F16261,F15963
F14559,F14304
F7358,F6997
F15661,F15481
F16760,F16463
F4206,F4159
F9444,F9424
F4975,F4647
F4640,F4386
F8164,F7942
F17785,F17506
F17891,F17494
F11589,F11294
F14001,F13953
F15186,F14947
F11659,F11585
F5386,F5367
F4835,F4720
F13569,F13231
F14042,F13661
F9414,F9225
F15769,F15570
F17907,F17786
F10172,F9893
F5436,F5295
F6344,F6236
F3907,F3541
F11486,F11097
F5001,F4847
F15816,F15533
F4048,F3747
F17280,F17141
F6417,F6297
F8149,F7809
F12812,F12772
F13424,F13162
F7074,F6706
F11525,F11510
F10401,F10262
F9782,F9579
F8962,F8775
F14829,F14670
F7392,F7292
F9941,F9779
F14236,F13969
F11022,F10994
F10843,F10532
F14319,F14017
F5581,F5510
F6237,F6142
F7840,F7678
F6122,F5746
F6879,F6732
F15596,F15353
F14764,F14584
F2901,F2799
F7401,F7210
F10100,F9828
F3430,F3336
F5512,F5292
F2970,F2932
F11371,F10988
F2760,F2520
F10752,F10749
F16443,F16078
F3903,F3851
F16873,F16846
F3226,F2851
F4772,F4734
F6270,F5908
F11165,F10989
F14736,F14718
F5118,F4911
F4805,F4545
F11901,F11849
F12020,F11818
F10775,F10428
F17556,F17546
F13038,F12794
F3136,F3078
F10608,F10497
F4084,F3753
F9016,F8816
F3789,F3681
F7148,F7003
F10268,F10060
F17095,F16719
F12281,F12036
F7003,F6758
F14395,F14168
F17406,F17277
F13841,F13759
F11858,F11848
F4046,F3890
F6204,F5954
F17649,F17266
F12396,F12059
F17918,F17832
F14878,F14507
F16267,F16233
F5707,F5543
F10723,F10690
F12781,F12773
F8609,F8316
F8283,F8120
F5355,F5281
F4165,F3839
F7836,F7585
F9419,F9341
F7995,F7974
F4430,F4197
F11620,F11535
F5932,F5641
F11451,F11054
F13726,F13630
F12813,F12808
F14952,F14722
F15888,F15735
F9460,F9240
F7126,F7077
F7608,F7270
F7589,F7518
F15279,F15195
F7344,F6953
F15869,F15510
F16819,F16703
F10187,F10128
F3890,F3557
F13391,F13065
F5325,F5270
F6087,F6047
F10926,F10553
F10992,F10839
F10272,F9903
F12072,F11793
F13826,F13705
F4863,F4842
F11489,F11154
F14109,F13842
F16268,F16159
F16830,F16683
F10773,F10540
F4568,F4394
F12595,F12245
F9704,F9648
F8885,F8820
F11742,F11554
F17604,F17366
F13888,F13780
F15361,F15102
F17674,F17668
F6354,F6023
F10211,F10157
F12948,F12805
F14569,F14314
F17616,F17324
F3566,F3357
F4283,F4166
F13691,F13454
F15558,F15442
F6464,F6087
F4769,F4621
F12737,F12411
F15671,F15313
F10443,F10388
F11394,F11350
F17670,F17394
F5051,F4909
F13593,F13274
F16528,F16342
F17200,F16867
F5749,F5671
F13529,F13132
F9361,F9207
F5459,F5307
F10547,F10180
F16784,F16655
F17126,F16785
F17778,F17571
F17292,F17070
F4689,F4481
F5605,F5386
F15829,F15509
F17069,F16717
F3950,F3719
F5373,F5122
F17299,F16970
F16585,F16582
F7570,F7186
F11121,F10880
F11456,F11229
F14758,F14361
F16079,F15708
F9229,F9118
F3453,F3210
F16791,F16657
F8468,F8373
F9212,F8995
F6067,F5961
F12965,F12602
F12407,F12257
F14048,F13851
F5192,F5150
F15516,F15423
F6725,F6655
F12605,F12546
F15823,F15533
F9211,F8987
F7878,F7589
F8842,F8508
F11936,F11741
F4728,F4524
F14876,F14596
F16929,F16623
F16089,F15716
F8578,F8274
F15686,F15452
F7552,F7417
F11330,F11168
F10421,F10171
F6791,F6669
F13831,F13664
F14792,F14619
F14944,F14770
F11777,F11769
F15830,F15792
F17331,F16947
F15596,F15214
F3752,F3497
F4199,F3956
F4987,F4823
F9113,F8844
F12149,F11868
F11603,F11586
F12016,F11658
F5010,F4827
F12881,F12690
F14618,F14285
F11257,F11125
F17008,F16978
F9243,F9166
F3516,F3161
F4701,F4689
F10836,F10454
F3924,F3738
F5636,F5605
F9710,F9655
F9076,F9022
F3108,F3065
F14585,F14255
F6166,F5918
F5123,F4951
F4761,F4547
F7612,F7559
F16495,F16100
F4262,F3994
F11468,F11175
F6841,F6731
F3538,F3307
F14544,F14311
F6328,F6132
F13476,F13216
F9539,F9361
F13104,F12965
F11347,F11074
F16428,F16029
F9993,F9721
F11624,F11572
F11811,F11557
F7714,F7600
F3838,F3515
F3660,F3517
F12216,F12143
F15453,F15112
F16035,F15809
F16435,F16184
F6130,F5851
F9848,F9676
F9836,F9739
F8254,F8195
F14646,F14403
F13581,F13486
F16217,F16127
F12848,F12704
F15566,F15410
F10669,F10471
F6947,F6759
F3909,F3750
F13877,F13777
F7668,F7407
F8538,F8453
F12822,F12728
F3689,F3490
F8366,F8193
F8497,F8229
F13605,F13358
F13345,F13330
F8424,F8242
F5026,F4960
F11874,F11547
F12642,F12637
F3711,F3405
F14094,F13912
F3137,F3058
F13999,F13970
F14012,F13959
F5409,F5097
F10839,F10832
F12963,F12577
F8741,F8705
F13700,F13671
F6353,F5979
F15202,F15120
F9941,F9812
F14490,F14350
F13336,F12939
F3426,F3289
F16384,F16352
F17637,F17278
F10331,F10262
F17860,F17711
F11013,F10645
F9418,F9386
F7557,F7217
F7154,F7072
F9803,F9541
F12907,F12841
F8523,F8150
F3574,F3255
F3266,F2982
F12039,F11886
F13207,F12870
F10401,F10187
F7950,F7698
F6324,F6014
F5979,F5781
F11854,F11677
F3736,F3446
F11340,F11282
F11625,F11446
F13868,F13599
F14700,F14307
F9236,F9207
F12064,F11778
F12839,F12626
F2717,F2676
F15698,F15310
F6574,F6359
F14007,F13821
F10921,F10680
F16121,F16078
F13998,F13695
F4041,F3976
F16134,F15987
F12854,F12729
F17336,F17294
F10702,F10500
F12873,F12804
F6137,F5795
F11329,F11142
F10598,F10321
F10746,F10455
F13477,F13125
F15124,F15059
F8892,F8629
F10253,F10239
F10383,F10296
F7289,F7167
F11071,F10967
F10068,F9767
F13313,F12958
F17552,F17293
F13431,F13339
F7531,F7451
F8290,F8245
F9883,F9558
F15776,F15592
F5799,F5664
F14476,F14281
F13670,F13477
F12426,F12271
F6919,F6662
F16111,F15857
F7830,F7643
F13669,F13296
F16692,F16401
F17454,F17162
F8861,F8649
F11437,F11071
F5954,F5902
F7807,F7686
F16948,F16620
F11185,F10959
F8469,F8408
F8732,F8395
F14385,F14053
F16477,F16289
F13551,F13203
F17065,F16948
F17970,F17718
F11068,F10902
F6355,F6090
F8216,F8046
F11716,F11450
F2853,F2852
F17396,F17180
F8269,F8165
F17222,F17149
F15891,F15778
F16387,F16222
F2774,F2380
F15185,F15184
F8631,F8439
F15100,F14708
F7720,F7710
F9775,F9651
F16483,F16122
F16923,F16885
F14002,F13898
F17643,F17341
F5613,F5508
F16730,F16681
F17934,F17587
F10866,F10671
F17235,F17092
F16687,F16581
F11131,F11041
F6373,F6033
F9094,F8839
F5931,F5542
F17893,F17784
F9955,F9608
F12361,F12080
F16008,F15941
F2975,F2875
F10020,F9940
F9174,F9080
F17255,F17086
F14372,F14021
F13172,F12819
F14114,F14108
F8413,F8029
F13797,F13611
F15177,F14968
F9899,F9842
F7927,F7614
F11614,F11539
F17113,F16993
F12778,F12691
F10587,F10500
F4435,F4059
F8666,F8486
F10931,F10888
F4243,F3956
F15496,F15299
F11587,F11349
F16733,F16618
F10029,F9823
F7672,F7584
F10102,F9808
F4396,F4209
F13217,F13139
F12756,F12530
F12711,F12637
F16198,F15998
F8479,F8458
F4749,F4375
F15921,F15729
F16937,F16618
F8995,F8929
F4720,F4574
F8554,F8258
F3402,F3041
F11031,F10756
F15516,F15181
F10351,F10060
F6698,F6599
F6849,F6732
F4741,F4498
F11018,F10730
F5203,F4900
F17741,F17549
F14265,F13865
F7520,F7411
F6317,F6198
F17461,F17425
F3407,F3009
F11649,F11284
F12323,F12125
F4211,F4066
F10675,F10297
F10579,F10480
F4857,F4770
F10475,F10364
F3236,F3013
F3570,F3496
F4691,F4622
F13562,F13424
F16938,F16882
F17986,F17719
F16813,F16579
F8901,F8552
F17861,F17597
F10003,F9796
F11089,F11050
F4964,F4820
F3888,F3776
F16587,F16280
F15509,F15315
F13134,F12848
F15619,F15535
F2967,F2782
F3282,F3173
F16114,F16027
F16497,F16185
F15416,F15393
F17804,F17584
F11680,F11368
F9616,F9268
F7923,F7801
F9311,F9138
F5519,F5238
F6285,F6205
F4439,F4126
F8450,F8096
F17330,F16965
F7851,F7478
F11365,F11038
F8358,F8343
F7688,F7437
F12566,F12479
F4228,F3912
F16203,F16013
F17333,F17288
F8095,F7777
F13870,F13742
F3968,F3835
F4084,F3808
F15726,F15606
F10358,F10102
F9265,F8965
F3258,F2984
F6225,F6073
F7783,F7690
F12206,F11979
F7098,F6847
F14770,F14502
F16000,F15943
F14065,F14017
F6801,F6421
F15817,F15651
F12245,F12033
F4480,F4259
F9013,F8962
F12757,F12511
F5011,F4678
F17340,F17191
F11402,F11397
F11453,F11253
F3500,F3308
F4039,F4014
F17301,F17276
F14128,F13750
F17982,F17635
F6438,F6202
F3423,F3186
F14162,F13792
F6741,F6512
F16801,F16413
F6502,F6372
F8377,F8059
F12701,F12532
F14435,F14191
F15006,F14780
F12791,F12544
F9814,F9510
F11057,F10991
F7745,F7537
F14700,F14316
F16378,F16313
F17277,F17153
F10694,F10413
F13657,F13429
F7983,F7593
F15490,F15119
F16442,F16420
F13705,F13675
F6087,F5742
F15362,F14993
F9723,F9663
F9452,F9272
F12887,F12850
F6383,F6247
F11607,F11311
F5880,F5572
F16379,F16234
F11481,F11083
F13378,F13061
F6670,F6424
F9234,F9169
F5815,F5711
F11116,F10782
F17594,F17270
F4024,F3802
F8093,F7916
F8960,F8844
F17421,F17092
F16379,F16206
F5779,F5672
F8115,F8054
F10203,F9817
F13427,F13087
F9484,F9454
F15846,F15689
F12552,F12188
F9293,F9225
F16572,F16200
F12953,F12943
F4761,F4687
F6290,F6243
F10716,F10585
F7120,F6891
F4450,F4444
F4970,F4917
F9546,F9175
F12054,F12015
F15352,F15006
F10809,F10770
F3524,F3272
F17567,F17492
F13835,F13828
F9702,F9675
F16069,F15958
F10079,F9930
F14329,F14327
F5296,F5257
F11198,F10800
F7061,F6794
F11059,F10900
F14326,F14162
F4805,F4596
F6084,F5803
F3531,F3228
F9760,F9746
F3580,F3224
F11137,F11059
F7359,F7235
F15490,F15470
F15105,F14862
F7889,F7545
F13510,F13132
F2899,F2773
F16156,F15823
F8939,F8869
F14723,F14392
F16329,F16240
F11510,F11263
F8643,F8344
F9357,F8971
F5782,F5408
F9109,F8712
F17175,F16800
F8205,F7906
F13809,F13619
F15444,F15436
F17990,F17637
F14773,F14555
F5820,F5700
F7689,F7468
F13752,F13697
F5420,F5133
F16297,F16246
F10494,F10119
F11031,F10938
F3497,F3172
F7099,F7064
F11626,F11437
F10224,F10039
F8336,F8204
F16154,F15841
F17095,F16837
F3285,F2886
F4878,F4765
F5603,F5400
F6677,F6369
F10181,F9851
F14450,F14142
F12029,F11697
F5774,F5573
F14821,F14587
F16727,F16677
F5387,F5343
F15955,F15697
F4485,F4423
F6848,F6689
F7239,F7145
F13221,F13124
F12001,F11627
F6329,F5954
F6599,F6260
F6346,F6177
F8044,F7728
F8456,F8257
F9946,F9907
F14119,F14100
F11418,F11090
F14891,F14658
F12387,F12109
F17992,F17959
F12094,F11789
F10062,F9953
F9503,F9141
F5401,F5118
F3914,F3614
F13269,F13084
F7628,F7584
F10196,F10082
F15285,F14963
F14586,F14198
F17325,F17113
F12523,F12474
F16096,F16059
F4931,F4622
F6727,F6694
F7948,F7760
F17111,F16737
F9487,F9237
F13573,F13247
F5620,F5424
F17481,F17370
F11858,F11812
F17583,F17482
F10755,F10657
F5766,F5557
F3631,F3284
F7074,F6787
F7626,F7316
F8646,F8487
F2806,F2520
F12310,F12020
F4965,F4704
F17027,F16995
F12907,F12525
F10640,F10323
F11223,F11108
F8902,F8846
F3587,F3571
F5007,F4765
F13799,F13779
F4628,F4245
F8821,F8535
F14186,F14135
F10285,F9958
F9523,F9461
F9677,F9487
F13356,F13035
F9353,F9087
F12229,F12058
F5515,F5480
F3867,F3863
F7045,F6901
F7597,F7482
F4654,F4399
F11735,F11436
F14116,F13906
F15924,F15605
F16083,F15995
F12994,F12905
F9293,F9191
F3850,F3582
F7822,F7531
F8071,F7930
F12853,F12545
F10752,F10623
F14430,F14244
F5384,F5236
F11152,F10892
F4328,F3976
F11669,F11459
F17853,F17824
F15073,F15034
F2723,F2417
F14119,F13940
F16015,F15732
F7558,F7373
F9753,F9677
F8663,F8588
F9840,F9502
F12691,F12360
F8002,F7627
F7996,F7756
F9523,F9315
F13230,F12955
F13481,F13289
F13883,F13605
F6377,F6049
F14171,F14074
F4731,F4624
F8002,F7775
F5178,F5050
F7336,F7007
F9940,F9710
F8971,F8737
F12738,F12712
F9146,F9088
F12774,F12724
F4924,F4655
F8532,F8148
F11652,F11406
F9182,F8953
F12600,F12267
F8318,F8030
F11777,F11510
F8779,F8709
F15900,F15742
F17188,F16899
F13604,F13233
F7433,F7223
F6228,F5872
F10851,F10795
F3043,F2964
F2863,F2626
F5425,F5179
F13373,F13060
F10693,F10436
F16210,F16130
F13371,F13047
F4871,F4789
F6943,F6941
F15120,F14753
F7698,F7632
F11150,F11032
F3568,F3376
F13659,F13480
F6341,F6017
F17264,F17199
F4096,F4014
F15514,F15128
F5122,F4790
F10788,F10596
F3835,F3784
F12250,F12023
F15009,F14668
F4195,F3958
F12083,F12020
F17255,F16965
F17295,F17088
F14943,F14725
F10671,F10465
F4493,F4461
F12646,F12402
F10758,F10664
F8202,F8051
F14782,F14514
F5030,F5014
F15826,F15529
F6004,F5719
F17329,F17312
F12392,F12150
F7466,F7231
F6736,F6654
F15408,F15407
F14761,F14387
F6904,F6643
F17679,F17328
F13195,F13107
F15593,F15417
F9398,F9134
F9504,F9387
F17844,F17459
F9149,F9113
F15839,F15560
F9549,F9367
F4254,F4089
F9522,F9226
F12938,F12830
F11649,F11347
F15493,F15281
F13709,F13397
F7184,F7118
F13735,F13701
F13807,F13547
F15733,F15564
F12508,F12214
F5439,F5312
F15519,F15438
F11818,F11561
F16526,F16210
F15028,F14669
F6213,F5994
F6760,F6750
F16757,F16586
F4809,F4720
F14067,F14037
F15489,F15351
F17518,F17280
F17571,F17324
F2709,F2503
F9600,F9408
F17467,F17082
F13358,F13006
F2933,F2574
F12004,F11665
F12370,F12236
F17492,F17116
F8212,F7991
F2737,F2708
F12270,F12209
F12097,F11824
F12456,F12388
F2879,F2710
F3117,F2955
F13831,F13607
F14167,F14056
F16607,F16435
F8944,F8801
F7365,F7286
F15963,F15724
F6442,F6365
F4990,F4734
F4689,F4556
F14637,F14485
F12907,F12557
F7616,F7451
F9193,F8799
F8355,F8003
F8092,F7817
F12987,F12872
F17990,F17815
F6798,F6663
F16035,F15667
F12205,F11905
F5676,F5549
F13008,F12786
F6569,F6360
F14132,F13834
F16914,F16605
F7100,F6828
F7218,F6929
F11997,F11923
F13330,F13038
F6330,F5932
F6892,F6637
F16123,F15851
F3183,F2901
F5676,F5553
F6354,F6012
F6265,F6232
F14780,F14708
F9823,F9540
F10151,F9794
F10738,F10674
F12989,F12719
F15898,F15799
F4817,F4636
F5936,F5759
F17300,F17117
F8765,F8469
F12269,F12001
F14185,F14152
F5535,F5492
F9118,F8722
F5937,F5585
F15465,F15395
F11541,F11434
F6477,F6215
F4732,F4546
F6328,F6104
F8878,F8873
F9125,F8969
F6029,F5948
F14240,F13998
F17304,F17106
F4758,F4456
F9106,F8965
F14351,F14156
F15817,F15634
F8276,F7977
F5897,F5688
F8579,F8374
F11162,F10809
F8030,F7851
F17550,F17476
F9808,F9667
F4558,F4308
F16095,F15797
F4508,F4234
F6369,F6368
F6383,F6095
F15211,F15189
F12501,F12157
F4292,F3977
F4044,F3956
F5426,F5221
F8220,F8059
F11686,F11559
F6138,F5983
F4870,F4733
F13896,F13580
F3990,F3900
F8584,F8507
F10414,F10406
F17481,F17464
F3194,F2996
F7875,F7734
F11177,F11055
F4952,F4702
F16447,F16146
F14457,F14248
F13198,F12959
F15037,F14872
F13817,F13709
F7338,F7233
F8354,F8048
F3846,F3731
F5108,F4827
F12947,F12923
F16783,F16496
F3618,F3544
F7209,F6962
F2920,F2697
F17755,F17451
F2708,F2538
F15539,F15334
F15751,F15614
F7920,F7836
F13016,F12862
F6794,F6545
F3776,F3736
F3168,F2873
F6183,F5885
F8099,F7930
F6700,F6405
F13125,F13033
F9180,F8821
F10817,F10591
F13926,F13672
F12015,F11812
F16633,F16587
F8156,F8075
F4786,F4587
F14024,F13766
F13774,F13724
F9667,F9267
F10942,F10768
F3281,F3274
F6972,F6934
F16394,F16077
F17983,F17750
F2916,F2755
F10050,F10033
F3858,F3801
F11654,F11425
F11790,F11754
F14427,F14277
F8118,F7756
F17298,F17079
F11434,F11212
F9126,F8769
F17953,F17867
F12151,F11898
F9009,F8873
F16326,F16309
F3322,F3234
F6787,F6455
F7706,F7587
F3792,F3735
F3732,F3683
F16435,F16208
F6556,F6525
F17053,F16898
F3281,F3256
F4100,F3870
F11347,F10962
F17470,F17207
F12418,F12210
F14804,F14500
F12245,F12040
F12053,F11830
F7260,F7214
F9669,F9490
F11035,F10838
F15636,F15273
F11555,F11476
F5165,F4980
F7425,F7299
F15752,F15643
F17508,F17344
F12466,F12102
F13665,F13368
F5507,F5192
F6666,F6513
F14794,F14592
F6627,F6561
F17926,F17758
F15400,F15357
F16414,F16120
F11064,F11013
F15030,F14761
F8763,F8701
F7002,F6602
F6244,F6124
F9149,F9003
F3339,F3174
F7816,F7793
F11322,F11017
F2750,F2494
F10489,F10298
F12890,F12495
F14550,F14433
F4766,F4685
F4753,F4699
F11801,F11482
F11287,F11202
F13601,F13525
F14186,F13787
F6009,F5884
F17668,F17313
F17284,F16906
F5422,F5350
F9770,F9680
F16356,F16016
F9925,F9750
F5727,F5518
F7021,F6650
F10697,F10438
F5964,F5710
F7795,F7485
F16718,F16454
F9399,F9244
F15993,F15772
F13703,F13675
F12642,F12421
F12797,F12686
F9284,F8983
F13682,F13436
F5937,F5934
F15835,F15818
F10574,F10250
F12795,F12400
F11055,F10707
F12049,F11848
F4107,F3943
F10303,F10198
F8340,F8156
F13313,F13156
F9525,F9197
F9806,F9408
F15446,F15303
F2905,F2579
F17805,F17521
F8273,F8087
F10236,F9889
F17130,F16802
F8235,F7954
F14628,F14440
F12096,F12055
F12365,F12205
F15129,F14967
F5685,F5404
F10246,F10220
F7713,F7349
F13737,F13595
F16262,F16043
F7364,F7117
F4405,F4383
F5983,F5613
F14301,F13988
F7585,F7473
F5683,F5648
F15986,F15920
F7503,F7399
F6974,F6805
F7439,F7092
F7440,F7284
F11762,F11696
F13331,F13164
F15237,F14950
F15688,F15347
F4552,F4376
F11728,F11723
F3461,F3293
F5574,F5181
F12240,F11983
F10155,F9911
F6363,F5974
F7825,F7650
F13841,F13646
F8713,F8330
F6293,F6079
F9512,F9478
F3261,F3093
F4801,F4604
F7292,F7254
F4214,F4035
F8616,F8467
F13208,F13001
F16843,F16826
F12362,F12134
F10469,F10423
F14952,F14618
F11103,F10969
F8278,F7983
F6317,F6160
F2786,F2605
F4686,F4376
F16581,F16361
F6356,F6125
F4394,F4094
F16928,F16840
F5868,F5630
F10270,F9895
F4349,F4235
F3551,F3368
F17386,F17106
F8024,F7846
F6330,F6144
F9549,F9397
F17963,F17872
F9557,F9500
